"","system.index","CATEGORIA","COD_UICN","NOMBRE","SQ_KM","SUBCAT","sqKmLost","landCoverCode","year","key","sqKmBurned"
"4533","2_00006a0c56e813dd722b","Monumento Natural","III - UICN","Laguna Gri-Grí",16.151,"MONUMENTO NATURAL",NA,"70",2011,"2_00006a0c56e813dd722b_lc70",NA
"4534","2_0000dc612fd23821a738","Paisaje Protegido","VI - UICN","Mirador del Atlántico",12.116,"VIA PANORAMICA",NA,"70",2011,"2_0000dc612fd23821a738_lc70",NA
"4535","2_0000d41ac81dfc55fa2f","Monumento Natural","III - UICN","Lagunas Cabarete y Goleta",71.801,"MONUMENTO NATURAL",NA,"70",2011,"2_0000d41ac81dfc55fa2f_lc70",NA
"4536","2_0000f2a2d824a008b435","Área de Protección Estricta","Ia - UICN","La Salcedoa",41.216,"RESERVA CIENTIFICA",NA,"70",2011,"2_0000f2a2d824a008b435_lc70",NA
"4537","2_00005eaa06b3665d60ce","Área de Protección Estricta","Ia - UICN","Loma Quita Espuela",75.737,"RESERVA CIENTIFICA",NA,"70",2011,"2_00005eaa06b3665d60ce_lc70",NA
"4538","2_0000a528c46e5f5164f8","Área de Manejo de Hábitat/Especies","IV - UICN","La Gran Laguna o Perucho",7.32,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000a528c46e5f5164f8_lc70",NA
"4539","2_00005c34cbb1800494c4","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.302,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00005c34cbb1800494c4_lc70",NA
"4540","2_0000b4cd58c00b7bc103","Área de Protección Estricta","Ia - UICN","Loma Guaconejo",23.371,"RESERVA CIENTIFICA",NA,"70",2011,"2_0000b4cd58c00b7bc103_lc70",NA
"4541","2_000096c4da9fbc478a40","Paisaje Protegido","IV - UICN","Carretera Nagua - Sánchez",16.847,"VIA PANORAMICA",NA,"70",2011,"2_000096c4da9fbc478a40_lc70",NA
"4542","2_000053e64cce0747a976","Área de Manejo de Hábitat/Especies","IV - UICN","Gran Estero",152.16,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_000053e64cce0747a976_lc70",NA
"4543","2_0000d194531576124c3f","Paisaje Protegido","VI - UICN","Autovia Santo Domingo - Samana - Boulevar del Atlantico",103.411,"VIA PANORAMICA",NA,"70",2011,"2_0000d194531576124c3f_lc70",NA
"4544","2_0000cdcb5769a5c302b6","Parque Nacional","II - UICN","Manglares del Bajo Yuna",121.155,"PARQUE NACIONAL",NA,"70",2011,"2_0000cdcb5769a5c302b6_lc70",NA
"4545","2_0000a5d843dbedc0869f","Paisaje Protegido","IV - UICN","Carretera Nagua - Sánchez",0,"VIA PANORAMICA",NA,"70",2011,"2_0000a5d843dbedc0869f_lc70",NA
"4546","2_0000d88e17fd5aa4df25","Monumento Natural","III - UICN","El Saltadero",2.38,"MONUMENTO NATURAL",NA,"70",2011,"2_0000d88e17fd5aa4df25_lc70",NA
"4547","2_0000e41b0f7e2217341d","Monumento Natural","III - UICN","Bosque Húmedo de Río San Juan",1.593,"MONUMENTO NATURAL",NA,"70",2011,"2_0000e41b0f7e2217341d_lc70",NA
"4548","2_000082d1b74ea5e5ceff","Monumento Natural","III - UICN","Cabo Francés Viejo",0.247,"MONUMENTO NATURAL",NA,"70",2011,"2_000082d1b74ea5e5ceff_lc70",NA
"4549","2_0000e5fbd7c3686e678f","Parque Nacional","II - UICN","Cabo Cabrón",35.623,"PARQUE NACIONAL",NA,"70",2011,"2_0000e5fbd7c3686e678f_lc70",NA
"4550","2_00009037f8ad8d850e10","Monumento Natural","III - UICN","Cabo Samaná",9.271,"MONUMENTO NATURAL",NA,"70",2011,"2_00009037f8ad8d850e10_lc70",NA
"4551","2_000077e1942d05f83399","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.265,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_000077e1942d05f83399_lc70",NA
"4552","2_0000e4a2e995c1356c9a","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.024,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_0000e4a2e995c1356c9a_lc70",NA
"4553","2_000055fc039a0baf69b9","Monumento Natural","III - UICN","Salto El Limón",16.475,"MONUMENTO NATURAL",NA,"70",2011,"2_000055fc039a0baf69b9_lc70",NA
"4554","2_0000fb2ff63f33523634","Parque Nacional","II - UICN","Los Haitises",631.681,"PARQUE NACIONAL",NA,"70",2011,"2_0000fb2ff63f33523634_lc70",NA
"4555","2_0000450ec88e41eeb580","Monumento Natural","III - UICN","Salto de Socoa",68.303,"MONUMENTO NATURAL",NA,"70",2011,"2_0000450ec88e41eeb580_lc70",NA
"4556","2_0000625886cbbf9a9bd3","Monumento Natural","III - UICN","Salto Grande",14.759,"MONUMENTO NATURAL",NA,"70",2011,"2_0000625886cbbf9a9bd3_lc70",NA
"4557","2_0000ba6f1866348e0af6","Área de Manejo de Hábitat/Especies","IV - UICN","Manglar de la Jina",52.864,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000ba6f1866348e0af6_lc70",NA
"4558","2_000035a6e2a628dfb43f","Parque Nacional","II - UICN","Saltos de la Jalda",36.434,"PARQUE NACIONAL",NA,"70",2011,"2_000035a6e2a628dfb43f_lc70",NA
"4559","2_0000cd33ee04d148f8aa","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.524,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_0000cd33ee04d148f8aa_lc70",NA
"4560","2_0000019fb0a460ed7ef0","Monumento Natural","III - UICN","Río Cumayasa y Cueva de las Maravillas",88.76,"MONUMENTO NATURAL",NA,"70",2011,"2_0000019fb0a460ed7ef0_lc70",NA
"4561","2_000009be74045b4c63ed","Área de Manejo de Hábitat/Especies","IV - UICN","Río Dulce",1.918,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_000009be74045b4c63ed_lc70",NA
"4562","2_000021015411349762e6","Área de Manejo de Hábitat/Especies","IV - UICN","Río Soco",11.764,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_000021015411349762e6_lc70",NA
"4563","2_0000782d9791f3c30d7e","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Mallén",1.413,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000782d9791f3c30d7e_lc70",NA
"4564","2_00000f52febce2155485","Área de Manejo de Hábitat/Especies","IV - UICN","Río Higuamo",18.493,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00000f52febce2155485_lc70",NA
"4565","2_00004d333b37f34f86e8","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna San José",0.58,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00004d333b37f34f86e8_lc70",NA
"4566","2_0000260fbb621eacaf31","Parque Nacional","II - UICN","Humedales del Ozama",46.418,"PARQUE NACIONAL",NA,"70",2011,"2_0000260fbb621eacaf31_lc70",NA
"4567","2_00000444250efbd425f3","AREAS DE MANEJO DE HABITAT/ESPECIES","VI - UICN","Cueva de Los Tres Ojos",0.081,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00000444250efbd425f3_lc70",NA
"4568","2_00009543f2dfcde6f4aa","Paisaje Protegido","VI - UICN","Autopista Duarte",10.366,"CORREDOR ECOLOGICO",NA,"70",2011,"2_00009543f2dfcde6f4aa_lc70",NA
"4569","2_0000e82d1d05abf9898f","Área de Protección Estricta","Ib - UICN","Sierra Prieta",4,"RESERVA BIOLOGICA",NA,"70",2011,"2_0000e82d1d05abf9898f_lc70",NA
"4570","2_0000efb2f67ee8f573d7","Parque Nacional","II - UICN","Aniana Vargas",129.627,"PARQUE NACIONAL",NA,"70",2011,"2_0000efb2f67ee8f573d7_lc70",NA
"4571","2_000075ad545de44a830a","Monumento Natural","III - UICN","Saltos de Jima",18.564,"MONUMENTO NATURAL",NA,"70",2011,"2_000075ad545de44a830a_lc70",NA
"4572","2_00003e8c02a4e4cfa0c8","Parque Nacional","II - UICN","Montaña La Humeadora",305.408,"PARQUE NACIONAL",NA,"70",2011,"2_00003e8c02a4e4cfa0c8_lc70",NA
"4573","2_000077501366bc6b0fd3","Reserva Natural","V - UICN","Loma Novillero",12.889,"RESERVA FORESTAL",NA,"70",2011,"2_000077501366bc6b0fd3_lc70",NA
"4574","2_00005fbfda11a5ee6390","Parque Nacional","II - UICN","Valle Nuevo",906.131,"PARQUE NACIONAL",NA,"70",2011,"2_00005fbfda11a5ee6390_lc70",NA
"4575","2_0000e928b935296be8a7","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó",587.51,"PARQUE NACIONAL",NA,"70",2011,"2_0000e928b935296be8a7_lc70",NA
"4576","2_0000d524ac8d6f750e9b","RESERVAS NATURALES","V - UICN","Hatillo",319.18,"RESERVA FORESTAL",NA,"70",2011,"2_0000d524ac8d6f750e9b_lc70",NA
"4577","2_00002117903385afb872","Paisaje Protegido","VI - UICN","Carretera El Abanico - Constanza",22.746,"VIA PANORAMICA",NA,"70",2011,"2_00002117903385afb872_lc70",NA
"4578","2_0000c009dca2cb3f0f00","Área de Protección Estricta","Ia - UICN","Las Neblinas",40.776,"RESERVA CIENTIFICA",NA,"70",2011,"2_0000c009dca2cb3f0f00_lc70",NA
"4579","2_0000ac903da689fbd039","Área de Protección Estricta","Ia - UICN","Ébano Verde",29.899,"RESERVA CIENTIFICA",NA,"70",2011,"2_0000ac903da689fbd039_lc70",NA
"4580","2_0000a41b7df193a309f3","Monumento Natural","III - UICN","Salto de Jimenoa",17.431,"MONUMENTO NATURAL",NA,"70",2011,"2_0000a41b7df193a309f3_lc70",NA
"4581","2_0000193c3762839caaeb","Paisaje Protegido","VI - UICN","Guagui",41.474,"AREA NACIONAL DE RECREO",NA,"70",2011,"2_0000193c3762839caaeb_lc70",NA
"4582","2_00009a59228fd616ceb0","Paisaje Protegido","VI - UICN","Carretera Bayacanes-Jarabacoa",16.227,"VIA PANORAMICA",NA,"70",2011,"2_00009a59228fd616ceb0_lc70",NA
"4583","2_0000d5b368408a3dd11d","Parque Nacional","II - UICN","Baiguate",52.427,"PARQUE NACIONAL",NA,"70",2011,"2_0000d5b368408a3dd11d_lc70",NA
"4584","2_0000b8391591d501c34e","Parque Nacional","II - UICN","Armando Bermúdez",802.55,"PARQUE NACIONAL",NA,"70",2011,"2_0000b8391591d501c34e_lc70",NA
"4585","2_00009c346b8616af116a","Parque Nacional","II - UICN","José del Carmen Ramírez",749.758,"PARQUE NACIONAL",NA,"70",2011,"2_00009c346b8616af116a_lc70",NA
"4586","2_000058c137fd6691da43","Reserva Natural","V - UICN","Alto bao",262.582,"RESERVA FORESTAL",NA,"70",2011,"2_000058c137fd6691da43_lc70",NA
"4587","2_0000c5755af7c8e60712","Parque Nacional","II - UICN","Manolo Tavarez Justo",351.727,"PARQUE NACIONAL",NA,"70",2011,"2_0000c5755af7c8e60712_lc70",NA
"4588","2_000021295758d2f5ec63","Reserva Natural","V - UICN","Alto Mao",210.115,"RESERVA FORESTAL",NA,"70",2011,"2_000021295758d2f5ec63_lc70",NA
"4589","2_00003b22da69d14df7b5","Reserva Natural","V - UICN","Guanito",68.945,"RESERVA FORESTAL",NA,"70",2011,"2_00003b22da69d14df7b5_lc70",NA
"4590","2_00009e17e4b60d308897","Reserva Natural","V - UICN","Arroyo Cano",23.899,"RESERVA FORESTAL",NA,"70",2011,"2_00009e17e4b60d308897_lc70",NA
"4591","2_00004722907bd72f7ed9","Reserva Natural","V - UICN","Villarpando",79.551,"RESERVA FORESTAL",NA,"70",2011,"2_00004722907bd72f7ed9_lc70",NA
"4592","2_000083c1408c82a3d250","RESERVAS NATURALES","V - UICN","Barrero",310.642,"RESERVA FORESTAL",NA,"70",2011,"2_000083c1408c82a3d250_lc70",NA
"4593","2_0000d1fda9eb311324b3","Parque Nacional","II - UICN","Anacaona",538.931,"PARQUE NACIONAL",NA,"70",2011,"2_0000d1fda9eb311324b3_lc70",NA
"4594","2_0000c7e25551cf31d5f4","RESERVAS NATURALES","V - UICN","Cabeza de Toro",375.619,"RESERVA FORESTAL",NA,"70",2011,"2_0000c7e25551cf31d5f4_lc70",NA
"4595","2_0000e4f5edfbaeb81658","Parque Nacional","II - UICN","Sierra de Neiba",183,"PARQUE NACIONAL",NA,"70",2011,"2_0000e4f5edfbaeb81658_lc70",NA
"4596","2_0000834349b2e6e5402f","Monumento Natural","III - UICN","Cerro de San Francisco",4.025,"MONUMENTO NATURAL",NA,"70",2011,"2_0000834349b2e6e5402f_lc70",NA
"4597","2_0000b2b9f5eb60eb3439","Parque Nacional","II - UICN","Nalga de Maco",165.849,"PARQUE NACIONAL",NA,"70",2011,"2_0000b2b9f5eb60eb3439_lc70",NA
"4598","2_0000eb7589384e5e0b1a","Reserva Natural","V - UICN","Río Cana",259.947,"RESERVA FORESTAL",NA,"70",2011,"2_0000eb7589384e5e0b1a_lc70",NA
"4599","2_00005e7c18e63314a3aa","Área de Manejo de Hábitat/Especies","IV - UICN","Cañón Río Gurabo",30.16,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00005e7c18e63314a3aa_lc70",NA
"4600","2_000015ba4167cd27b617","Reserva Natural","V - UICN","Las Matas",47.777,"RESERVA FORESTAL",NA,"70",2011,"2_000015ba4167cd27b617_lc70",NA
"4601","2_0000697901ae10cfa05c","Área de Manejo de Hábitat/Especies","IV - UICN","Río Chacuey",38.774,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000697901ae10cfa05c_lc70",NA
"4602","2_0000c2339b4d30fe257c","Reserva Natural","V - UICN","Cerro Chacuey",51.893,"RESERVA FORESTAL",NA,"70",2011,"2_0000c2339b4d30fe257c_lc70",NA
"4603","2_0000d9f741199f6894b8","Parque Nacional","II - UICN","Manglares de Estero Balsa",56.546,"PARQUE NACIONAL",NA,"70",2011,"2_0000d9f741199f6894b8_lc70",NA
"4604","2_000057ef882f5c589930","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Saladilla",31.114,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_000057ef882f5c589930_lc70",NA
"4605","2_00009778b97e97dca431","Reserva Natural","V - UICN","Cayuco",5.039,"RESERVA FORESTAL",NA,"70",2011,"2_00009778b97e97dca431_lc70",NA
"4606","2_0000ffd440f16e9b1ae7","Parque Nacional","II - UICN","El Morro",18.363,"PARQUE NACIONAL",NA,"70",2011,"2_0000ffd440f16e9b1ae7_lc70",NA
"4607","2_0000b992c0235edfc892","Parque Nacional","II - UICN","Submarino Monte Cristi",245.214,"PARQUE NACIONAL SUBMARINO",NA,"70",2011,"2_0000b992c0235edfc892_lc70",NA
"4608","2_0000a81805ecd6aecb46","Área de Manejo de Hábitat/Especies","IV - UICN","Cayos Siete Hermanos",115.376,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000a81805ecd6aecb46_lc70",NA
"4609","2_00006b406203867b543a","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Tororu",0.06,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00006b406203867b543a_lc70",NA
"4610","2_0000a77a2ca82b900722","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Arenas",0.04,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000a77a2ca82b900722_lc70",NA
"4611","2_00005af99beb815b9355","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Terreno",0.151,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00005af99beb815b9355_lc70",NA
"4612","2_0000e7b63274d2ef20cb","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo de Los Muertos",0.056,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000e7b63274d2ef20cb_lc70",NA
"4613","2_00004a63f1e19d9dc549","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Ratas",0.085,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00004a63f1e19d9dc549_lc70",NA
"4614","2_0000c1d4fc2bca9aede6","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Monte Cristo",0.065,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000c1d4fc2bca9aede6_lc70",NA
"4615","2_0000b11c328527a41d3a","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Monte Grande",0.044,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000b11c328527a41d3a_lc70",NA
"4616","2_00008e80f2d926772940","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",249.823,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00008e80f2d926772940_lc70",NA
"4617","2_0000bd5af867d08dad2a","Área de Protección Estricta","Ia - UICN","Villa Elisa",0.426,"RESERVA CIENTIFICA",NA,"70",2011,"2_0000bd5af867d08dad2a_lc70",NA
"4618","2_00005799cde1d3c8968f","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.004,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00005799cde1d3c8968f_lc70",NA
"4619","2_0000d3607a592751e875","Área de Protección Estricta","Ia - UICN","Estero Hondo",32.543,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_0000d3607a592751e875_lc70",NA
"4620","2_00004ec5e618ccf6f534","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00004ec5e618ccf6f534_lc70",NA
"4621","2_00009e526faa305f4ab4","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00009e526faa305f4ab4_lc70",NA
"4622","2_00007c7ac5cbcdde2869","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00007c7ac5cbcdde2869_lc70",NA
"4623","2_0000936b865088f2037a","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_0000936b865088f2037a_lc70",NA
"4624","2_0000d7645f798cd8f682","Parque Nacional","II - UICN","La Hispaniola",54.826,"PARQUE NACIONAL",NA,"70",2011,"2_0000d7645f798cd8f682_lc70",NA
"4625","2_00001bccad1eac18ffb2","Área de Manejo de Hábitat/Especies","IV - UICN","Bahia de Luperón",18.685,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00001bccad1eac18ffb2_lc70",NA
"4626","2_000089ce49ef107125ba","Monumento Natural","III - UICN","Salto de La Damajagua",5.526,"MONUMENTO NATURAL",NA,"70",2011,"2_000089ce49ef107125ba_lc70",NA
"4627","2_0000201a330e4d485f8b","Parque Nacional","II - UICN","La Hispaniola",0,"PARQUE NACIONAL",NA,"70",2011,"2_0000201a330e4d485f8b_lc70",NA
"4628","2_00001842bfd669ef0112","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00001842bfd669ef0112_lc70",NA
"4629","2_000016221aff5d185318","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_000016221aff5d185318_lc70",NA
"4630","2_0000ed5220f882efc1b6","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_0000ed5220f882efc1b6_lc70",NA
"4631","2_000020883b0a537fd098","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.1,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_000020883b0a537fd098_lc70",NA
"4632","2_0000bfad6b8bd304a9ce","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_0000bfad6b8bd304a9ce_lc70",NA
"4633","2_0000c62e6a5bb287626f","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_0000c62e6a5bb287626f_lc70",NA
"4634","2_00007ac82954256a02c7","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.011,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00007ac82954256a02c7_lc70",NA
"4635","2_00004ae68a389f949498","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00004ae68a389f949498_lc70",NA
"4636","2_00004ab515037238d832","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"70",2011,"2_00004ab515037238d832_lc70",NA
"4637","2_000051671fc009131ce3","Paisaje Protegido","VI - UICN","Entrada de Mao",54.367,"VIA PANORAMICA",NA,"70",2011,"2_000051671fc009131ce3_lc70",NA
"4638","2_0000f9514c545894c37c","Parque Nacional","II - UICN","Picky Lora",112.276,"PARQUE NACIONAL",NA,"70",2011,"2_0000f9514c545894c37c_lc70",NA
"4639","2_0000cbddd9fb265c6f27","Monumento Natural","III - UICN","Diego de Ocampo",25.344,"MONUMENTO NATURAL",NA,"70",2011,"2_0000cbddd9fb265c6f27_lc70",NA
"4640","2_00007862393053c11690","Monumento Natural","III - UICN","La Tinaja",29.519,"MONUMENTO NATURAL",NA,"70",2011,"2_00007862393053c11690_lc70",NA
"4641","2_0000c010c0482b7d1e56","Paisaje Protegido","VI - UICN","Carretera Santiago - La Cumbre - Puerto Plata",20.98,"VIA PANORAMICA",NA,"70",2011,"2_0000c010c0482b7d1e56_lc70",NA
"4642","2_00001abdd7635f769e12","Monumento Natural","III - UICN","La Ceiba",0.008,"MONUMENTO NATURAL",NA,"70",2011,"2_00001abdd7635f769e12_lc70",NA
"4643","2_0000710ddb2eeceb6ad3","Área de Protección Estricta","Ia - UICN","Dicayagua",1.146,"RESERVA CIENTIFICA",NA,"70",2011,"2_0000710ddb2eeceb6ad3_lc70",NA
"4644","2_00006e10ac563b6026cb","Monumento Natural","III - UICN","Loma Isabel de Torres",16.605,"MONUMENTO NATURAL",NA,"70",2011,"2_00006e10ac563b6026cb_lc70",NA
"4645","2_0000930bf269bf6132dd","Monumento Natural","III - UICN","Los Cacheos",55.77,"MONUMENTO NATURAL",NA,"70",2011,"2_0000930bf269bf6132dd_lc70",NA
"4646","2_00001076cc0dbf02a873","Monumento Natural","III - UICN","Las Caobas",105.472,"MONUMENTO NATURAL",NA,"70",2011,"2_00001076cc0dbf02a873_lc70",NA
"4647","2_000013948a662e11f76e","Parque Nacional","II - UICN","Lago Enriquillo e Isla Cabritos",404.934,"PARQUE NACIONAL",NA,"70",2011,"2_000013948a662e11f76e_lc70",NA
"4648","2_00009037357626787af3","Monumento Natural","III - UICN","Manantiales de Las Barías",1.238,"MONUMENTO NATURAL",NA,"70",2011,"2_00009037357626787af3_lc70",NA
"4649","2_0000d40380d6a203639e","Monumento Natural","III - UICN","Manantiales de Las Barías",0,"MONUMENTO NATURAL",NA,"70",2011,"2_0000d40380d6a203639e_lc70",NA
"4650","2_0000f8bd717b84eaf95f","Área de Protección Estricta","Ib - UICN","Loma Charco Azul",174.189,"RESERVA BIOLOGICA",NA,"70",2011,"2_0000f8bd717b84eaf95f_lc70",NA
"4651","2_0000b976ab335384d796","Parque Nacional","II - UICN","Sierra de Bahoruco",1092.27,"PARQUE NACIONAL",NA,"70",2011,"2_0000b976ab335384d796_lc70",NA
"4652","2_0000daaed3084ee2efdf","Parque Nacional","II - UICN","Jaragua",1535.015,"PARQUE NACIONAL",NA,"70",2011,"2_0000daaed3084ee2efdf_lc70",NA
"4653","2_0000b355f0bea1f5565b","Paisaje Protegido","VI - UICN","Playa de Cabo Rojo - Pedernales",17.517,"AREA NACIONAL DE RECREO",NA,"70",2011,"2_0000b355f0bea1f5565b_lc70",NA
"4654","2_000063c12bd4075f6f78","Paisaje Protegido","VI - UICN","Mirador del Paraíso",21.359,"VIA PANORAMICA",NA,"70",2011,"2_000063c12bd4075f6f78_lc70",NA
"4655","2_0000228295ccf706523d","Área de Manejo de Hábitat/Especies","IV - UICN","Arrecifes del Suroeste",2707.428,"SANTUARIO MARINO",NA,"70",2011,"2_0000228295ccf706523d_lc70",NA
"4656","2_0000329a90bc16ab6b31","Área de Manejo de Hábitat/Especies","III - UICN","Monumento Natural Miguel Domingo Fuerte",33.529,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000329a90bc16ab6b31_lc70",NA
"4657","2_0000f36b60883ecf46f3","Paisaje Protegido","VI - UICN","Carretera Cabral - Polo",10.156,"VIA PANORAMICA",NA,"70",2011,"2_0000f36b60883ecf46f3_lc70",NA
"4658","2_0000c39feb1e32715a4c","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Cabral o Rincón",56.035,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000c39feb1e32715a4c_lc70",NA
"4659","2_000073bdf19394f4dbf3","Parque Nacional","II - UICN","La Gran Sabana",219.576,"PARQUE NACIONAL",NA,"70",2011,"2_000073bdf19394f4dbf3_lc70",NA
"4660","2_0000f25b62449a8127e2","Monumento Natural","III - UICN","Las Marías",4.505,"MONUMENTO NATURAL",NA,"70",2011,"2_0000f25b62449a8127e2_lc70",NA
"4661","2_0000aaf22e4a1778d2fe","Parque Nacional","II - UICN","Sierra Martín García",261.503,"PARQUE NACIONAL",NA,"70",2011,"2_0000aaf22e4a1778d2fe_lc70",NA
"4662","2_00006d71f3302d656ffd","Área de Manejo de Hábitat/Especies","IV - UICN","Humedales del Bajo Yaque del Sur",58.462,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_00006d71f3302d656ffd_lc70",NA
"4663","2_000013fc60e8e64f2222","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó Mar",587.51,"PARQUE NACIONAL",NA,"70",2011,"2_000013fc60e8e64f2222_lc70",NA
"4664","2_0000f715b6624dfea4a3","Área de Manejo de Hábitat/Especies","IV - UICN","Manglares de Puerto Viejo",11.134,"REFUGIO DE VIDA SILVESTRE",NA,"70",2011,"2_0000f715b6624dfea4a3_lc70",NA
"4665","2_0000e81eb0fb46a080fc","Reserva Natural","V - UICN","Loma El 20",0,"RESERVA FORESTAL",NA,"70",2011,"2_0000e81eb0fb46a080fc_lc70",NA
"4666","2_0000fc578a88ccdcc327","Monumento Natural","III - UICN","Las Dunas de las Calderas",17.479,"MONUMENTO NATURAL",NA,"70",2011,"2_0000fc578a88ccdcc327_lc70",NA
"4667","2_0000ac2646d4a6099d21","Paisaje Protegido","VI - UICN","Playa Larga",15,"AREA NACIONAL DE RECREO",NA,"70",2011,"2_0000ac2646d4a6099d21_lc70",NA
"4668","2_0000c38714327f80e05d","Paisaje Protegido","VI - UICN","Playa Blanca",6.663,"AREA NACIONAL DE RECREO",NA,"70",2011,"2_0000c38714327f80e05d_lc70",NA
"4669","2_00002d1be82f4bcd74c6","Paisaje Protegido","VI - UICN","Bahía de las Águilas",39.89,"AREA NACIONAL DE RECREO",NA,"70",2011,"2_00002d1be82f4bcd74c6_lc70",NA
"4670","2_0000db6f74a1140a48ec","Paisaje Protegido","VI - UICN","Autopista 6 de Noviembre",3.64,"CORREDOR ECOLOGICO",0,"72",2011,"2_0000db6f74a1140a48ec_lc72",0
